site,substrate,treatment,volume,rep,time,RFU,std,temp,fluorimeter,year,when,fluorophore
EC,1,killed,40,3,12:18,1109,805.9,21.5,UT,2013,PEEC2013,AMC
EC,2,live,0,,12:18,215.8,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,5,,12:18,2162,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,10,,12:18,2445,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,15,,12:19,3179,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,20,,12:19,3141,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,25,,12:19,4335,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,30,,12:19,4841,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,40,1,12:19,4944,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,40,2,12:19,6276,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,live,40,3,12:20,10766,808.1,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,0,,12:20,223.1,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,5,,12:20,809.6,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,10,,12:21,873.5,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,15,,12:21,674.8,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,20,,12:21,2445,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,25,,12:21,3173,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,30,,12:21,3490,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,40,1,12:22,4591,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,40,2,12:22,4643,808.8,21.5,UT,2013,PEEC2013,AMC
EC,2,killed,40,3,12:22,8721,808.8,21.5,UT,2013,PEEC2013,AMC
EC,3,live,0,,12:23,216.5,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,5,,12:23,2273,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,10,,12:23,2182,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,15,,12:23,2143,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,20,,12:24,3186,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,25,,12:24,3098,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,30,,12:24,3463,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,40,1,12:24,4287,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,40,2,12:25,3883,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,live,40,3,12:25,3935,808.9,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,0,,12:27,223.7,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,5,,12:27,527.3,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,10,,12:27,1165,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,15,,12:27,1377,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,20,,12:28,1400,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,25,,12:28,1956,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,30,,12:28,2694,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,40,1,12:28,2284,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,40,2,12:28,2000,809.4,21.5,UT,2013,PEEC2013,AMC
EC,3,killed,40,3,12:28,226.3,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,0,,12:29,907.8,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,5,,12:30,1476,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,10,,12:30,1923,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,15,,12:30,2015,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,20,,12:30,2968,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,25,,12:30,3612,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,30,,12:30,4986,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,40,1,12:31,4710,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,40,2,12:31,4391,808.5,21.5,UT,2013,PEEC2013,AMC
EC,4,live,40,3,12:31,220.2,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,0,,12:32,726.7,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,5,,12:32,1142,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,10,,12:32,1604,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,15,,12:32,2478,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,20,,12:33,2945,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,25,,12:33,3414,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,30,,12:33,3840,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,40,1,12:33,3951,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,40,2,12:34,4561,699.5,21.5,UT,2013,PEEC2013,AMC
EC,4,killed,40,3,12:34,218.1,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,0,,12:34,1303,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,5,,12:35,2232,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,10,,12:35,2794,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,15,,12:35,3489,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,20,,12:35,4352,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,25,,12:35,4688,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,30,,12:35,6184,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,40,1,12:36,6233,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,40,2,12:36,6084,809.7,21.5,UT,2013,PEEC2013,AMC
EC,5,live,40,3,12:36,226.8,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,0,,12:37,448.4,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,5,,12:37,1520,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,10,,12:37,2014,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,15,,12:37,2819,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,20,,12:37,2819,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,25,,12:38,2990,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,30,,12:38,3406,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,40,1,12:38,3355,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,40,2,12:38,3557,809.4,21.5,UT,2013,PEEC2013,AMC
EC,5,killed,40,3,12:38,3566,809.4,21.5,UT,2013,PEEC2013,AMC
EC,1,live,0,,14:25,225.6,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,5,,14:25,6171,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,10,,14:25,7264,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,15,,14:25,8444,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,20,,14:25,6563,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,25,,14:26,4014,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,30,,14:26,8776,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,40,1,14:26,9972,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,40,2,14:26,9852,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,live,40,3,14:26,8251,806.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,0,,14:27,223.8,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,5,,14:27,572.5,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,10,,14:27,544.6,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,15,,14:27,1289,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,20,,14:27,1513,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,25,,14:28,2042,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,30,,14:28,2213,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,40,1,14:28,2758,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,40,2,14:28,1250,808.6,22.4,UT,2013,PEEC2013,AMC
EC,1,killed,40,3,14:28,1139,808.6,22.4,UT,2013,PEEC2013,AMC
EC,2,live,0,,14:29,218.4,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,5,,14:29,4700,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,10,,14:29,4828,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,15,,14:29,5989,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,20,,14:29,5440,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,25,,14:30,7061,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,30,,14:30,7595,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,40,1,14:30,7866,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,40,2,14:30,9461,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,live,40,3,14:30,8423,808.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,0,,14:31,225,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,5,,14:31,820.6,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,10,,14:31,888,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,15,,14:31,900,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,20,,14:31,1600,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,25,,14:32,2900,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,30,,14:32,3248,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,40,1,14:32,4675,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,40,2,14:32,4675,804.8,22.4,UT,2013,PEEC2013,AMC
EC,2,killed,40,3,14:32,8854,804.8,22.4,UT,2013,PEEC2013,AMC
EC,3,live,0,,14:33,217.6,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,5,,14:33,8433,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,10,,14:33,7413,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,15,,14:33,6281,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,20,,14:33,7014,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,25,,14:34,8574,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,30,,14:34,9329,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,40,1,14:34,11347,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,40,2,14:34,10246,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,live,40,3,14:34,10422,807.9,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,0,,14:35,221.4,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,5,,14:35,563.3,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,10,,14:35,844.3,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,15,,14:35,1200,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,20,,14:35,1424,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,25,,14:36,1622,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,30,,14:36,2029,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,40,1,14:36,2780,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,40,2,14:36,2369,809.1,22.4,UT,2013,PEEC2013,AMC
EC,3,killed,40,3,14:36,2359,809.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,0,,14:37,223.1,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,5,,14:37,885.4,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,10,,14:37,1525,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,15,,14:37,1981,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,20,,14:37,2426,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,25,,14:38,3055,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,30,,14:38,3690,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,40,1,14:38,5138,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,40,2,14:38,4784,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,live,40,3,14:38,4000,811.1,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,0,,14:39,219.9,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,5,,14:39,732,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,10,,14:39,1164,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,15,,14:39,1639,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,20,,14:39,2498,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,25,,14:40,3008,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,30,,14:40,3498,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,40,1,14:40,3925,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,40,2,14:40,4053,809.6,22.4,UT,2013,PEEC2013,AMC
EC,4,killed,40,3,14:40,4665,809.6,22.4,UT,2013,PEEC2013,AMC
EC,5,live,0,,14:41,219.3,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,5,,14:41,2204,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,10,,14:41,4095,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,15,,14:41,4731,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,20,,14:41,5682,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,25,,14:42,7002,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,30,,14:42,7237,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,40,1,14:42,9132,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,40,2,14:42,9074,808,22.4,UT,2013,PEEC2013,AMC
EC,5,live,40,3,14:42,8808,808,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,0,,14:43,225.3,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,5,,14:43,460.5,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,10,,14:43,1537,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,15,,14:43,2031,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,20,,14:43,2811,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,25,,14:44,3012,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,30,,14:44,3496,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,40,1,14:44,3981,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,40,2,14:44,4347,812.8,22.4,UT,2013,PEEC2013,AMC
EC,5,killed,40,3,14:44,3930,812.8,22.4,UT,2013,PEEC2013,AMC
FP,1,live,0,,20:25,191,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,5,,20:25,11146,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,10,,20:25,15257,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,15,,20:25,17966,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,20,,20:26,20003,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,25,,20:26,21042,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,30,,20:26,23464,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,40,1,20:27,23652,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,40,2,20:27,22865,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,live,40,3,20:27,23296,814.8,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,0,,20:28,193.3,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,5,,20:28,689.3,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,10,,20:28,1207,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,15,,20:28,1871,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,20,,20:29,1863,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,25,,20:29,2423,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,30,,20:29,2722,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,40,1,20:30,3333,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,40,2,20:30,2437,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,killed,40,3,20:30,3442,816.7,21.9,UT,2013,PEEC2013,AMC
FP,2,live,0,,20:31,193.3,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,5,,20:31,3164,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,10,,20:31,5779,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,15,,20:31,7477,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,20,,20:32,9809,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,25,,20:32,10490,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,30,,20:32,12843,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,40,1,20:33,15317,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,40,2,20:33,14951,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,live,40,3,20:33,15260,817.2,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,0,,20:34,195.8,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,5,,20:34,936,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,10,,20:34,1409,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,15,,20:34,2377,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,20,,20:35,2846,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,25,,20:35,3590,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,30,,20:35,4544,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,40,1,20:36,5287,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,40,2,20:36,5406,817.6,21.9,UT,2013,PEEC2013,AMC
FP,2,killed,40,3,20:36,5488,817.6,21.9,UT,2013,PEEC2013,AMC
FP,3,live,0,,20:37,194.9,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,5,,20:37,15548,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,10,,20:37,24053,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,15,,20:37,33047,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,20,,20:38,37447,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,25,,20:38,4000,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,30,,20:38,40454,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,40,1,20:39,43314,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,40,2,20:39,45691,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,live,40,3,20:39,45945,817.5,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,0,,20:40,198.2,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,5,,20:40,604.8,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,10,,20:40,1005,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,15,,20:40,1881,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,20,,20:41,2146,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,25,,20:41,2200,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,30,,20:41,2293,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,40,1,20:42,3063,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,40,2,20:42,3074,817.4,21.9,UT,2013,PEEC2013,AMC
FP,3,killed,40,3,20:42,2857,817.4,21.9,UT,2013,PEEC2013,AMC
FP,4,live,0,,20:43,275.6,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,5,,20:43,1376,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,10,,20:43,4007,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,15,,20:43,2913,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,20,,20:44,2927,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,25,,20:44,3740,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,30,,20:44,4232,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,40,1,20:45,5534,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,40,2,20:45,5339,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,live,40,3,20:45,5081,818.8,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,0,,20:46,265.4,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,5,,20:46,944.9,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,10,,20:46,1915,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,15,,20:46,2467,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,20,,20:47,2500,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,25,,20:47,2818,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,30,,20:47,4092,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,40,1,20:48,5187,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,40,2,20:48,6047,817.5,21.9,UT,2013,PEEC2013,AMC
FP,4,killed,40,3,20:48,5232,817.5,21.9,UT,2013,PEEC2013,AMC
FP,5,live,0,,20:49,3121,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,5,,20:49,3415,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,10,,20:49,4625,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,15,,20:49,5692,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,20,,20:50,6863,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,25,,20:50,8304,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,30,,20:50,8860,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,40,1,20:51,10595,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,40,2,20:51,10555,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,live,40,3,20:51,10279,819.1,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,0,,20:52,264.2,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,5,,20:52,1940,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,10,,20:52,1779,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,15,,20:52,2441,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,20,,20:53,3196,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,25,,20:53,4578,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,30,,20:53,4294,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,40,1,20:54,5720,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,40,2,20:54,5792,816.7,21.9,UT,2013,PEEC2013,AMC
FP,5,killed,40,3,20:54,5668,816.7,21.9,UT,2013,PEEC2013,AMC
FP,1,live,0,,06:46,266.1,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,5,,06:46,7909,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,10,,06:46,10579,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,15,,06:46,12765,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,20,,06:47,14242,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,25,,06:47,15035,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,30,,06:47,17326,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,40,1,06:48,17522,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,40,2,06:48,17343,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,live,40,3,06:48,16971,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,0,,06:49,260.1,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,5,,06:49,260.1,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,10,,06:49,724.5,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,15,,06:49,1217,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,20,,06:50,1835,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,25,,06:50,1883,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,30,,06:50,2466,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,40,1,06:51,2787,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,40,2,06:51,3412,818.5,22.5,UT,2013,PEEC2013,AMC
FP,1,killed,40,3,06:51,2467,818.5,22.5,UT,2013,PEEC2013,AMC
FP,2,live,0,,06:52,3553,818.5,22.5,UT,2013,PEEC2013,AMC
FP,2,live,5,,06:52,257.4,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,10,,06:52,2508,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,15,,06:52,4541,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,20,,06:53,5924,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,25,,06:53,7758,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,30,,06:53,8383,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,40,1,06:54,10452,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,40,2,06:54,12495,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,live,40,3,06:54,12213,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,0,,06:55,261,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,5,,06:55,956.5,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,10,,06:55,1410,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,15,,06:55,2355,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,20,,06:56,2810,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,25,,06:56,3561,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,30,,06:56,4584,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,40,1,06:57,5391,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,40,2,06:57,5483,821.2,22.5,UT,2013,PEEC2013,AMC
FP,2,killed,40,3,06:57,5600,821.2,22.5,UT,2013,PEEC2013,AMC
FP,3,live,0,,06:58,257.6,818.4,22.5,UT,2013,PEEC2013,AMC
FP,3,live,5,,06:58,11154,818.4,22.5,UT,2013,PEEC2013,AMC
FP,3,live,10,,06:58,17284,818.4,22.5,UT,2013,PEEC2013,AMC
FP,3,live,15,,06:58,24384,818.4,22.5,UT,2013,PEEC2013,AMC
