site,substrate,rep,treatment,time,RFU,std,temp,year,fluorimeter,when,fluorophore
VP,3: Leu-AMC,1,live,03:15,10827,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,03:15,10611,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,03:16,11302,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,03:16,3390,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,03:16,4236,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,03:16,3900,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,03:16,4177,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,03:17,4849,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,03:17,5288,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,03:17,5035,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,03:17,5154,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,03:17,1911,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,1,live,03:28,8953,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,03:28,8620,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,03:28,9376,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,03:28,2971,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,03:29,5894,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,03:29,5230,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,03:29,5504,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,03:29,3594,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,1,live,03:30,15016,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,03:30,14200,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,03:30,16021,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,03:30,3434,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,03:31,4342,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,03:31,4163,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,03:31,4333,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,03:31,3894,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,03:32,7257,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,03:32,6772,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,03:32,6776,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,03:32,1941,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,1,live,03:42,10815,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,03:43,10715,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,03:43,11268,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,03:43,3037,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,03:43,6173,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,03:43,5598,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,03:44,3741,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,03:44,3654,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,1,live,03:44,18020,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,03:45,17101,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,03:45,19027,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,03:45,3573,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,03:45,4410,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,03:46,4222,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,03:46,4447,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,03:46,4015,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,03:46,8907,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,03:47,8089,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,03:47,8199,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,03:47,2033,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,1,live,04:00,13028,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,04:00,13038,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,04:00,13260,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,04:00,3019,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,04:01,6694,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,04:01,5839,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,04:01,5892,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,04:01,3755,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,1,live,04:01,21601,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,04:02,20888,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,04:02,21820,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,04:02,3628,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,04:02,4552,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,04:03,4385,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,04:03,4451,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,04:03,3979,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,04:03,11370,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,04:03,9964,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,04:04,10065,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,04:04,2050,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,1,live,04:15,15388,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,04:15,15368,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,04:15,15500,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,04:16,3144,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,04:16,6918,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,04:16,6283,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,04:16,6371,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,04:16,3681,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,1,live,04:16,24216,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,04:17,24841,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,04:17,24466,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,04:17,3635,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,04:17,4638,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,04:18,4344,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,04:18,4646,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,04:18,4072,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,04:18,13031,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,04:19,11398,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,04:19,11950,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,04:19,2068,,,2015,MXS,PEEC2015,AMC
