fluorimeter number,site,substrate ,sample.type,rep,RFU,time,date,exp.time,exp.date,year,when
2,PP2016,7,whole,1,49312.09,14:18,6/2/2016,13:42,6/2/2016,2016,PEEC2824
2,PP2016,7,whole,2,48431.98,14:19,6/2/2016,13:42,6/2/2016,2016,PEEC2825
2,PP2016,7,whole,3,47541.1,14:19,6/2/2016,13:42,6/2/2016,2016,PEEC2826
2,PP2016,7,whole,k,43965.64,14:19,6/2/2016,13:42,6/2/2016,2016,PEEC2827
2,PP2016,1,whole,1,120899.09,14:28,6/2/2016,13:42,6/2/2016,2016,PEEC2828
2,PP2016,1,whole,2,170415.6,14:28,6/2/2016,13:42,6/2/2016,2016,PEEC2829
2,PP2016,1,whole,3,184865.84,14:29,6/2/2016,13:42,6/2/2016,2016,PEEC2830
2,PP2016,1,whole,k,131892.29,14:29,6/2/2016,13:42,6/2/2016,2016,PEEC2831
2,PP2016,2,whole,1,255225.68,14:29,6/2/2016,13:42,6/2/2016,2016,PEEC2832
2,PP2016,2,whole,2,250487.15,14:29,6/2/2016,13:42,6/2/2016,2016,PEEC2833
2,PP2016,2,whole,3,246084.37,14:30,6/2/2016,13:42,6/2/2016,2016,PEEC2834
2,PP2016,2,whole,k,204863.81,14:30,6/2/2016,13:42,6/2/2016,2016,PEEC2835
2,PP2016,3,whole,1,319450.84,14:30,6/2/2016,13:42,6/2/2016,2016,PEEC2836
2,PP2016,3,whole,2,326843.75,14:31,6/2/2016,13:42,6/2/2016,2016,PEEC2837
2,PP2016,3,whole,3,307928.71,14:32,6/2/2016,13:42,6/2/2016,2016,PEEC2838
2,PP2016,3,whole,k,179523.06,14:32,6/2/2016,13:42,6/2/2016,2016,PEEC2839
2,PP2016,4,whole,1,231160.29,14:32,6/2/2016,13:42,6/2/2016,2016,PEEC2840
2,PP2016,4,whole,2,249641.46,14:32,6/2/2016,13:42,6/2/2016,2016,PEEC2841
2,PP2016,4,whole,3,232377.45,14:32,6/2/2016,13:42,6/2/2016,2016,PEEC2842
2,PP2016,4,whole,k,219924.37,14:33,6/2/2016,13:42,6/2/2016,2016,PEEC2843
2,PP2016,5,whole,1,274873.96,14:33,6/2/2016,13:42,6/2/2016,2016,PEEC2844
2,PP2016,5,whole,2,228332.25,14:33,6/2/2016,13:42,6/2/2016,2016,PEEC2845
2,PP2016,5,whole,3,22848.46,14:33,6/2/2016,13:42,6/2/2016,2016,PEEC2846
2,PP2016,5,whole,k,176868.39,14:34,6/2/2016,13:42,6/2/2016,2016,PEEC2847
2,PP2016,6,whole,1,19331.84,14:35,6/2/2016,13:42,6/2/2016,2016,PEEC2848
2,PP2016,6,whole,2,17973.86,14:35,6/2/2016,13:42,6/2/2016,2016,PEEC2849
2,PP2016,6,whole,3,16669.76,14:36,6/2/2016,13:42,6/2/2016,2016,PEEC2850
2,PP2016,6,whole,k,5773.5,14:36,6/2/2016,13:42,6/2/2016,2016,PEEC2851
2,PP2016,7,whole,1,51487.43,14:37,6/2/2016,13:42,6/2/2016,2016,PEEC2852
2,PP2016,7,whole,2,50956.41,14:37,6/2/2016,13:42,6/2/2016,2016,PEEC2853
2,PP2016,7,whole,3,49545.74,14:37,6/2/2016,13:42,6/2/2016,2016,PEEC2854
2,PP2016,7,whole,k,44305.27,14:38,6/2/2016,13:42,6/2/2016,2016,PEEC2855
2,PP2016,1,whole,1,178300.9,14:46,6/2/2016,13:42,6/2/2016,2016,PEEC2856
2,PP2016,1,whole,2,187558,14:47,6/2/2016,13:42,6/2/2016,2016,PEEC2857
2,PP2016,1,whole,3,201127.42,14:47,6/2/2016,13:42,6/2/2016,2016,PEEC2858
2,PP2016,1,whole,k,134032.7,14:47,6/2/2016,13:42,6/2/2016,2016,PEEC2859
2,PP2016,2,whole,1,267578.9,14:48,6/2/2016,13:42,6/2/2016,2016,PEEC2860
2,PP2016,2,whole,2,261449.06,14:48,6/2/2016,13:42,6/2/2016,2016,PEEC2861
2,PP2016,2,whole,3,239756.98,14:49,6/2/2016,13:42,6/2/2016,2016,PEEC2862
2,PP2016,2,whole,k,210307.07,14:49,6/2/2016,13:42,6/2/2016,2016,PEEC2863
2,PP2016,3,whole,1,378562.65,14:50,6/2/2016,13:42,6/2/2016,2016,PEEC2864
2,PP2016,3,whole,2,387621.96,14:50,6/2/2016,13:42,6/2/2016,2016,PEEC2865
2,PP2016,3,whole,3,363555.21,14:50,6/2/2016,13:42,6/2/2016,2016,PEEC2866
2,PP2016,3,whole,k,181069.14,14:51,6/2/2016,13:42,6/2/2016,2016,PEEC2867
2,PP2016,4,whole,1,234064.76,14:51,6/2/2016,13:42,6/2/2016,2016,PEEC2868
2,PP2016,4,whole,2,252234.34,14:51,6/2/2016,13:42,6/2/2016,2016,PEEC2869
2,PP2016,4,whole,3,235029.96,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2870
2,PP2016,4,whole,k,223169.7,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2871
2,PP2016,5,whole,1,298097.06,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2872
2,PP2016,5,whole,2,321007.84,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2873
2,PP2016,5,whole,3,249864.68,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2874
2,PP2016,5,whole,k,183052.26,14:53,6/2/2016,13:42,6/2/2016,2016,PEEC2875
2,PP2016,6,whole,1,24049.82,14:53,6/2/2016,13:42,6/2/2016,2016,PEEC2876
2,PP2016,6,whole,2,22314.14,14:53,6/2/2016,13:42,6/2/2016,2016,PEEC2877
2,PP2016,6,whole,3,20832.86,14:54,6/2/2016,13:42,6/2/2016,2016,PEEC2878
2,PP2016,6,whole,k,5727.63,14:54,6/2/2016,13:42,6/2/2016,2016,PEEC2879
2,PP2016,7,whole,1,52593.92,14:55,6/2/2016,13:42,6/2/2016,2016,PEEC2880
2,PP2016,7,whole,2,53171.89,14:55,6/2/2016,13:42,6/2/2016,2016,PEEC2881
2,PP2016,7,whole,3,51025.38,14:55,6/2/2016,13:42,6/2/2016,2016,PEEC2882
2,PP2016,7,whole,k,44010.03,14:56,6/2/2016,13:42,6/2/2016,2016,PEEC2883
1,PP2016,1,filter,1,109213.64,13:53,6/2/2016,13:53,6/2/2016,2016,PEEC2884
1,PP2016,1,filter,2,105369.89,13:54,6/2/2016,13:53,6/2/2016,2016,PEEC2885
1,PP2016,1,filter,3,82432.02,13:54,6/2/2016,13:53,6/2/2016,2016,PEEC2886
1,PP2016,1,filter,k,105798.6,13:55,6/2/2016,13:53,6/2/2016,2016,PEEC2887
1,PP2016,2,filter,1,165862.06,13:55,6/2/2016,13:53,6/2/2016,2016,PEEC2888
1,PP2016,2,filter,2,174852.85,13:56,6/2/2016,13:53,6/2/2016,2016,PEEC2889
1,PP2016,2,filter,3,175702.43,13:57,6/2/2016,13:53,6/2/2016,2016,PEEC2890
1,PP2016,2,filter,k,175040.32,13:57,6/2/2016,13:53,6/2/2016,2016,PEEC2891
1,PP2016,3,filter,1,149032.25,13:58,6/2/2016,13:53,6/2/2016,2016,PEEC2892
1,PP2016,3,filter,2,148757.5,13:58,6/2/2016,13:53,6/2/2016,2016,PEEC2893
1,PP2016,3,filter,3,144765.67,13:59,6/2/2016,13:53,6/2/2016,2016,PEEC2894
1,PP2016,3,filter,k,150463.62,14:00,6/2/2016,13:53,6/2/2016,2016,PEEC2895
1,PP2016,4,filter,1,146896.67,14:01,6/2/2016,13:53,6/2/2016,2016,PEEC2896
1,PP2016,4,filter,2,165221.95,14:01,6/2/2016,13:53,6/2/2016,2016,PEEC2897
1,PP2016,4,filter,3,165214.7,14:02,6/2/2016,13:53,6/2/2016,2016,PEEC2898
1,PP2016,4,filter,k,147652.04,14:02,6/2/2016,13:53,6/2/2016,2016,PEEC2899
1,PP2016,5,filter,1,166209.9,14:03,6/2/2016,13:53,6/2/2016,2016,PEEC2900
1,PP2016,5,filter,2,170688.35,14:03,6/2/2016,13:53,6/2/2016,2016,PEEC2901
1,PP2016,5,filter,3,173461.1,14:04,6/2/2016,13:53,6/2/2016,2016,PEEC2902
1,PP2016,5,filter,k,169568,14:05,6/2/2016,13:53,6/2/2016,2016,PEEC2903
1,PP2016,6,filter,1,6158.99,14:05,6/2/2016,13:53,6/2/2016,2016,PEEC2904
1,PP2016,6,filter,2,6219.95,14:06,6/2/2016,13:53,6/2/2016,2016,PEEC2905
1,PP2016,6,filter,3,6459.05,14:07,6/2/2016,13:53,6/2/2016,2016,PEEC2906
1,PP2016,6,filter,k,6747.23,14:08,6/2/2016,13:53,6/2/2016,2016,PEEC2907
1,PP2016,7,filter,1,41777.5,14:08,6/2/2016,13:53,6/2/2016,2016,PEEC2908
1,PP2016,7,filter,2,41684.45,14:09,6/2/2016,13:53,6/2/2016,2016,PEEC2909
1,PP2016,7,filter,3,42626.38,14:10,6/2/2016,13:53,6/2/2016,2016,PEEC2910
1,PP2016,7,filter,k,42483.34,14:11,6/2/2016,13:53,6/2/2016,2016,PEEC2911
1,PP2016,1,filter,1,137044.23,14:37,6/2/2016,13:53,6/2/2016,2016,PEEC2912
1,PP2016,1,filter,2,133234.9,14:37,6/2/2016,13:53,6/2/2016,2016,PEEC2913
1,PP2016,1,filter,3,109040.22,14:38,6/2/2016,13:53,6/2/2016,2016,PEEC2914
1,PP2016,1,filter,k,131508.46,14:39,6/2/2016,13:53,6/2/2016,2016,PEEC2915
1,PP2016,2,filter,1,182606.89,14:39,6/2/2016,13:53,6/2/2016,2016,PEEC2916
1,PP2016,2,filter,2,191191.75,14:40,6/2/2016,13:53,6/2/2016,2016,PEEC2917
1,PP2016,2,filter,3,171886.25,14:40,6/2/2016,13:53,6/2/2016,2016,PEEC2918
1,PP2016,2,filter,k,189732.81,14:41,6/2/2016,13:53,6/2/2016,2016,PEEC2919
1,PP2016,3,filter,1,208562.46,14:41,6/2/2016,13:53,6/2/2016,2016,PEEC2920
1,PP2016,3,filter,2,207311.56,14:42,6/2/2016,13:53,6/2/2016,2016,PEEC2921
1,PP2016,3,filter,3,206620.92,14:44,6/2/2016,13:53,6/2/2016,2016,PEEC2922
1,PP2016,3,filter,k,212942.98,14:44,6/2/2016,13:53,6/2/2016,2016,PEEC2923
1,PP2016,4,filter,1,148151.39,14:45,6/2/2016,13:53,6/2/2016,2016,PEEC2924
1,PP2016,4,filter,2,168578.84,14:46,6/2/2016,13:53,6/2/2016,2016,PEEC2925
1,PP2016,4,filter,3,170345.32,14:46,6/2/2016,13:53,6/2/2016,2016,PEEC2926
1,PP2016,4,filter,k,150846,14:47,6/2/2016,13:53,6/2/2016,2016,PEEC2927
1,PP2016,5,filter,1,192385.57,14:47,6/2/2016,13:53,6/2/2016,2016,PEEC2928
1,PP2016,5,filter,2,197838.45,14:48,6/2/2016,13:53,6/2/2016,2016,PEEC2929
1,PP2016,5,filter,3,199988.01,14:49,6/2/2016,13:53,6/2/2016,2016,PEEC2930
1,PP2016,5,filter,k,195201.59,14:50,6/2/2016,13:53,6/2/2016,2016,PEEC2931
1,PP2016,6,filter,1,11238.93,14:51,6/2/2016,13:53,6/2/2016,2016,PEEC2932
1,PP2016,6,filter,2,11527.56,14:52,6/2/2016,13:53,6/2/2016,2016,PEEC2933
1,PP2016,6,filter,3,12053.7,14:52,6/2/2016,13:53,6/2/2016,2016,PEEC2934
1,PP2016,6,filter,k,12545.53,14:53,6/2/2016,13:53,6/2/2016,2016,PEEC2935
1,PP2016,7,filter,1,48905.87,14:54,6/2/2016,13:53,6/2/2016,2016,PEEC2936
1,PP2016,7,filter,2,48000.43,14:54,6/2/2016,13:53,6/2/2016,2016,PEEC2937
1,PP2016,7,filter,3,49454.13,14:54,6/2/2016,13:53,6/2/2016,2016,PEEC2938
1,PP2016,7,filter,k,48352.35,14:54,6/2/2016,13:53,6/2/2016,2016,PEEC2939
