"","site","fluorimeter","when",".id","substrate","treatment","volume","rep","slope","int","slope.se","int.se","pval","rsq","n","calib.slope","v0"
"354","DR","MXS","PEEC2015","fifteen","Leu-AMC","live",NA,"2",9151.67518678726,-15297.1093197012,239.5824198741,748.99403676583,2.80534950535459e-06,0.997266118069637,6,2.21462980216397,4.13237245242745
"355","DR","MXS","PEEC2015","fifteen","Gly-AMC","live",NA,"2",1730.78296319432,-651.516052142753,55.713976488257,173.407110295787,6.39798576777578e-06,0.995872313169642,6,2.21462980216397,0.781522474547722
"356","DR","MXS","PEEC2015","fifteen","Leu-AMC","live",NA,"3",8907.33351963573,-13974.2764946657,120.205967694032,376.089926856632,1.98763851723434e-07,0.999272051991311,6,2.21462980216397,4.02204174753367
"361","EC","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"2",12.3664122137405,1222.17557251908,NA,NA,NA,1,2,16.285,0.000759374406738747
"363","EC","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"1",10.9923664122138,2733.26717557252,NA,NA,NA,1,2,16.285,0.000674999472656668
"368","EC","UT","PEEC2013","thirteen","Gly-AMC","live",40,"1",1338.32061068702,4810.16793893129,NA,NA,NA,1,2,16.285,0.0821811857959486
"379","EC","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"2",14.7692307692315,4640.78461538461,NA,NA,NA,1,2,16.285,0.000906922368390021
"388","EC","UT","PEEC2013","thirteen","Arg-AMC","live",40,"1",2992.67175572519,3338.24427480916,NA,NA,NA,1,2,16.285,0.183768606430776
"389","EC","UT","PEEC2013","thirteen","Arg-AMC","live",40,"2",2485.19083969466,4343.16030534351,NA,NA,NA,1,2,16.285,0.15260613077646
"398","EC","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"1",232.5,2225.875,NA,NA,NA,1,2,16.285,0.0142769419711391
"399","EC","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"2",172.96875,1956.7578125,NA,NA,NA,1,2,16.285,0.0106213540067547
"400","EC","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"3",13.846153846154,1107.84615384615,NA,NA,NA,1,2,16.285,0.00085023972036561
"408","EC","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"1",202.204724409449,4649.33858267716,NA,NA,NA,1,2,16.285,0.0124166241577801
"409","EC","UT","PEEC2013","thirteen","Gly-AMC","live",40,"2",1458.7786259542,6130.12213740458,NA,NA,NA,1,2,16.285,0.0895780550171446
"410","EC","UT","PEEC2013","thirteen","Gly-AMC","live",40,"3",-1081.38461538462,10892.1615384615,NA,NA,NA,1,2,16.285,-0.0664037221605536
"418","EC","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"1",38.7692307692308,4585.18461538462,NA,NA,NA,1,2,16.285,0.00238067121702369
"419","EC","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"2",-241.904761904761,4645.66666666666,NA,NA,NA,1,2,16.285,-0.0148544526806731
"420","EC","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"3",61.3846153846162,8711.79230769231,NA,NA,NA,1,2,16.285,0.00376939609362089
"427","EC","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"3",999.703125,-23.62578125,NA,NA,NA,1,2,16.285,0.0613879720601781
"428","EC","UT","PEEC2013","thirteen","Leu-AMC","live",40,"1",3258.46153846154,3689.61538461539,NA,NA,NA,1,2,16.285,0.200089747526039
"429","EC","UT","PEEC2013","thirteen","Leu-AMC","live",40,"2",2959.53488372093,3291.09302325581,NA,NA,NA,1,2,16.285,0.18173379697396
"430","EC","UT","PEEC2013","thirteen","Arg-AMC","live",40,"3",2153.58778625954,3477.21374045801,NA,NA,NA,1,2,16.285,0.132243646684651
"438","EC","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"1",298.095238095238,3230.79365079365,NA,NA,NA,1,2,16.285,0.0183048964135854
"439","EC","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"2",376.190476190476,3400.25396825397,NA,NA,NA,1,2,16.285,0.0231004283813618
"444","EC","UT","PEEC2013","thirteen","Leu-AMC","live",40,"3",3017.20930232558,3331.55813953488,NA,NA,NA,1,2,16.285,0.185275363974552
"445","EC","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"1",-12.2834645669291,3955.09448818898,NA,NA,NA,1,2,16.285,-0.00075428090678103
"447","EC","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"3",2117.57142857143,-523.049999999999,NA,NA,NA,1,2,16.285,0.130032018948199
"449","EC","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"2",185.669291338584,4335.29921259842,NA,NA,NA,1,2,16.285,0.0114012460140365
"450","EC","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"3",1785.73228346457,-315.51968503937,NA,NA,NA,1,2,16.285,0.109655037363498
"453","EC","UT","PEEC2013","thirteen","GGR-AMC","live",40,"1",1380.47619047619,5703.81746031746,NA,NA,NA,1,2,16.285,0.0847697998450225
"454","EC","UT","PEEC2013","thirteen","GGR-AMC","live",40,"2",1423.80952380952,5538.20634920635,NA,NA,NA,1,2,16.285,0.0874307352661667
"455","EC","UT","PEEC2013","thirteen","GGR-AMC","live",40,"3",4086.28571428571,-1339.60952380952,NA,NA,NA,1,2,16.285,0.25092328610904
"458","EC","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"3",173.333333333333,3493.77777777778,NA,NA,NA,1,2,16.285,0.0106437416845768
"463","FP","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"1",40,2783.66666666667,NA,NA,NA,1,2,16.285,0.00245624808105619
"470","FP","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"2",-5.64102564102575,5484.03418803419,NA,NA,NA,1,2,16.285,-0.000346393960148956
"479","FP","UT","PEEC2013","thirteen","Arg-AMC","live",40,"1",449.084249084249,17507.0305250305,NA,NA,NA,1,2,16.285,0.0275765581261436
"480","FP","UT","PEEC2013","thirteen","Arg-AMC","live",40,"2",404.542124542125,17329.5152625153,NA,NA,NA,1,2,16.285,0.0248413954278247
"482","FP","UT","PEEC2013","thirteen","Arg-AMC","live",40,"3",463.369963369963,16955.5543345543,NA,NA,NA,1,2,16.285,0.0284537895836637
"489","FP","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"1",7.10622710622708,2963.98656898657,NA,NA,NA,1,2,16.285,0.000436366417330493
"490","FP","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"2",9.08424908424902,2947.42612942613,NA,NA,NA,1,2,16.285,0.000557829234525577
"491","FP","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"2",-71.4285714285715,3417.95238095238,NA,NA,NA,1,2,16.285,-0.00438615728760034
"499","FP","UT","PEEC2013","thirteen","Gly-AMC","live",40,"1",356.410256410256,10404.4786324786,NA,NA,NA,1,2,16.285,0.0218858002094109
"500","FP","UT","PEEC2013","thirteen","Gly-AMC","live",40,"2",179.92673992674,12471.0097680098,NA,NA,NA,1,2,16.285,0.0110486177418938
"509","FP","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"1",-7.61904761904768,5392.39682539683,NA,NA,NA,1,2,16.285,-0.00046785677734404
"510","FP","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"2",6.81318681318674,5951.38827838828,NA,NA,NA,1,2,16.285,0.000418371925894181
"511","FP","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"3",-47.5457875457876,5899.22588522588,NA,NA,NA,1,2,16.285,-0.00291960623554115
"512","FP","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"3",-8.20512820512827,5601.50427350427,NA,NA,NA,1,2,16.285,-0.000503845760216658
"519","FP","UT","PEEC2013","thirteen","Leu-AMC","live",40,"1",700.07326007326,33594.6495726496,NA,NA,NA,1,2,16.285,0.0429888400413423
"520","FP","UT","PEEC2013","thirteen","Leu-AMC","live",40,"2",828.717948717948,34185.6324786325,NA,NA,NA,1,2,16.285,0.050888421781882
"521","FP","UT","PEEC2013","thirteen","Leu-AMC","live",40,"3",852.161172161171,34114.1623931624,NA,NA,NA,1,2,16.285,0.0523279810967867
"529","FP","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"1",8.93772893772884,5593.6800976801,NA,NA,NA,1,2,16.285,0.000548831988807421
"530","FP","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"2",10.9890109890111,5636.68864468864,NA,NA,NA,1,2,16.285,0.000674793428861594
"531","FP","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"3",-3.73626373626371,5720.80586080586,NA,NA,NA,1,2,16.285,-0.000229429765812939
"532","FP","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"3",6.44688644688641,2767.17338217338,NA,NA,NA,1,2,16.285,0.000395878811598797
"533","FP","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"3",71.4285714285714,2461.04761904762,NA,NA,NA,1,2,16.285,0.00438615728760033
"539","FP","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"1",8.0586080586081,5421.3137973138,NA,NA,NA,1,2,16.285,0.000494848514498502
"540","FP","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"2",15.5311355311354,5121.82295482295,NA,NA,NA,1,2,16.285,0.000953708046124374
"541","FP","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"3",5.56776556776547,5003.14407814408,NA,NA,NA,1,2,16.285,0.000341895337289866
"542","FP","UT","PEEC2013","thirteen","Gly-AMC","live",40,"3",223.223443223443,12183.2368742369,NA,NA,NA,1,2,16.285,0.0137073038516084
"549","FP","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"1",4.10256410256404,5129.42735042735,NA,NA,NA,1,2,16.285,0.000251922880108323
"557","FP","UT","PEEC2013","thirteen","GGR-AMC","live",40,"1",99.8534798534799,9188.73015873016,NA,NA,NA,1,2,16.285,0.00613162295692232
"558","FP","UT","PEEC2013","thirteen","GGR-AMC","live",40,"2",94.8717948717947,9218.88888888889,NA,NA,NA,1,2,16.285,0.00582571660250505
"559","FP","UT","PEEC2013","thirteen","GGR-AMC","live",40,"3",91.6483516483517,8988.28571428571,NA,NA,NA,1,2,16.285,0.00562777719670566
"560","FP","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"3",47190.2351969772,114934.353085858,11290.4172635293,96743.7077900321,0.0527534445390376,0.897276036832658,4,952.677012582057,0.049534348550173
"561","FP","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"2",44972.1751453085,110962.415633823,13863.2703910769,118618.869581656,0.0833217252530625,0.840299059393022,4,952.677012582057,0.0472061092598631
"562","FP","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"1",-23888.6943185079,674347.631186514,89925.4333698761,773874.841770159,0.815385877056323,0.034082374390263,4,952.677012582057,-0.0250753340355741
"563","FP","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"3",200857.021859706,-1228495.81670473,25823.2146014434,221909.740394989,0.0161301604152505,0.967999861244521,4,952.677012582057,0.210834332315125
"564","FP","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"2",247808.885694151,-1454270.37613578,7135.54290575568,61665.3915619527,0.000828095790921665,0.998344494160796,4,952.677012582057,0.260118468716391
"565","FP","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"2",-54112.225029586,863954.672754439,203422.729363183,1752209.31040147,0.815145101780161,0.0341713333958668,4,952.677012582057,-0.0568001791949663
"566","FP","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"3",58325.9557195572,-171207.455378229,7138.15368541613,60903.5886911025,0.0146494850622347,0.970915637288119,4,952.677012582057,0.0612232214583149
"567","FP","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"2",267440.272941176,-1820686.19547058,86181.1566426097,740218.572914816,0.0900374533724366,0.828031836264921,4,952.677012582057,0.280725019507218
"568","FP","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"1",20024.7841604212,321256.752730404,25289.7009860005,216291.328916287,0.511464183444115,0.238667244057926,4,952.677012582057,0.0210194891825381
"569","FP","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"3",301126.325699978,-1858714.54823356,10748.5198411307,92982.5919999651,0.00127165952287785,0.997458298072186,4,952.677012582057,0.316084382978686
"570","FP","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"3",-96830.1374437451,1304406.82232824,166521.961290803,1435713.50146647,0.619718575716927,0.144613961654762,4,952.677012582057,-0.101640048164178
"571","FP","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"1",194431.020285127,-1145404.7886914,20307.848346395,174175.977595873,0.0107339616690591,0.978647294594995,4,952.677012582057,0.204089127497846
"572","FP","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"1",294900.092237651,-1899027.90016542,26774.4791037559,231173.354255492,0.00814258835184137,0.983781125041385,4,952.677012582057,0.309548869493952
"573","FP","UT","PEEC2016","sixteen","GGR-AMC","killed",NA,"4",-62948.9012919899,969721.229086997,47779.5014712901,413705.79543381,0.318358120087401,0.464635652450781,4,952.677012582057,-0.0660758058194124
"574","FP","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"2",53428.8507810498,-110096.444562099,8328.71941962155,70996.1249132646,0.0234485987664044,0.953652639251299,4,952.677012582057,0.0560828592223934
"575","FP","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"1",39173.7736915689,-6105.46982128761,12776.7695171904,108763.853071651,0.0919425421006635,0.824568346846605,4,952.677012582057,0.0411196797804489
"576","FP","UT","PEEC2016","sixteen","Arg-AMC","killed",NA,"4",-41946.1714399363,619383.894025457,15824.5517704635,135147.138335641,0.117716975810961,0.778423334772156,4,952.677012582057,-0.0440297927691662
"577","FP","UT","PEEC2016","sixteen","Leu-AMC","killed",NA,"4",32196.8422607215,77570.2639467943,72951.1349409495,635172.665764778,0.688833490377068,0.0609705894943815,5,952.677012582057,0.0337961783852198
"578","FP","UT","PEEC2016","sixteen","Pyr-AMC","killed",NA,"4",-53606.6925443788,867625.020757398,46361.4021645842,400111.704029985,0.36702632192072,0.400655677141211,4,952.677012582057,-0.0562695350432437
"579","FP","UT","PEEC2016","sixteen","Gly-AMC","killed",NA,"4",-77793.9888188979,1112932.43194488,47608.62878656,399146.872666373,0.34962155312771,0.727524759683994,3,952.677012582057,-0.0816583036973376
"580","FP","UT2","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",3461.50458715596,156431.958715596,6372.69677236509,57488.1086116474,0.641452769392376,0.128556116576398,4,63.4981761904762,0.0545134489654073
"581","FP","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"1",112300.286860674,-628133.856846378,13111.4402732222,119421.469134022,0.013358820317021,0.973460817446221,4,63.4981761904762,1.76855925001383
"582","FP","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",10891.7551168266,123807.351566745,10367.9125847517,94135.1684471075,0.403688173657084,0.355587794236424,4,63.4981761904762,0.171528629171246
"583","FP","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"3",80238.4920198128,-460858.27407815,11532.3924674437,103937.897508986,0.0200384722537395,0.960324595862785,4,63.4981761904762,1.26363459289162
"584","FP","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"1",67450.1177322949,-328535.14390509,17563.7887816127,158593.788839096,0.0616068204310658,0.880581759461494,4,63.4981761904762,1.06223708740805
"585","FP","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"1",78030.9996378126,-441609.713419053,11457.5435175809,102980.681157932,0.0208868910003458,0.958662480214969,4,63.4981761904762,1.22886993484257
"586","FP","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"1",208690.403669724,-1522570.72981651,17494.269489042,158397.625034023,0.00695405365395674,0.986140251554309,4,63.4981761904762,3.28655744448019
"587","FP","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"2",214639.279116102,-1562763.81534142,14916.5778671362,135186.616183242,0.00479498854785978,0.990433014819455,4,63.4981761904762,3.38024321316326
"588","FP","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"3",207579.172251404,-1507040.93243978,20068.3006597688,181875.875479401,0.00921756981615317,0.981649823961009,4,63.4981761904762,3.26905723447436
"589","FP","UT2","PEEC2015","fifteen","Leu-AMC","killed",NA,"4",1044.63588986764,139460.897846239,5581.01778088558,50600.9500252868,0.868790407495859,0.0172159571651027,4,63.4981761904762,0.016451431403857
"590","FP","UT2","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",1438.25031697157,174970.290889332,1049.65121720568,9495.37185939644,0.304152922641678,0.484203155068113,4,63.4981761904762,0.0226502618383438
"591","FP","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"3",5633.004658027,173817.453581147,10385.4053505938,94419.5330704261,0.641902226960931,0.128234015055541,4,63.4981761904762,0.0887112826851847
"592","FP","UT2","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",34937.322948741,-83958.2057598249,19594.7361458468,178235.671451024,0.216526671794352,0.613830456009636,4,63.4981761904762,0.55020986498792
"593","FP","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"3",112030.270811524,-611003.171589824,11185.9015704605,101979.371469942,0.00982280015247098,0.980450887097893,4,63.4981761904762,1.76430690663407
"594","FP","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"2",77290.4587155964,-435227.454128441,10354.4641414347,93235.4670482739,0.0174783253153419,0.965348841225145,4,63.4981761904762,1.21720753811491
"595","FP","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"3",67278.6650969028,-378858.702499547,22355.811701485,202235.506275463,0.0949499901218623,0.819115520380417,4,63.4981761904762,1.05953696835459
"596","FP","UT2","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",-6095.28497409337,322560.958549224,14492.5537221808,128013.000391308,0.746548099993141,0.150301420327164,3,63.4981761904762,-0.0959914967606199
"597","FP","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"2",108570.499469631,-596388.663930268,13485.849803311,122831.661699389,0.015080696654261,0.970066034103056,4,63.4981761904762,1.70982075365363
"598","FP","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",7929.15371489181,152178.044458793,11304.6145066843,102682.587857,0.555676456732961,0.197423411101377,4,63.4981761904762,0.124872148943407
"599","FP","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"2",59775.1926605504,-323895.237155963,15665.6506025936,141580.34864073,0.0623310429342879,0.8792230730447,4,63.4981761904762,0.941368654136493
"601","GW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"1",1.37404580152695,4399.79389312977,NA,NA,NA,1,2,24.7876071428571,5.54327730630868e-05
"606","GW","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"2",-29.3023255813955,4055.44186046512,NA,NA,NA,1,2,24.7876071428571,-0.00118213611392656
"609","GW","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"1",-22.3255813953484,4132.86046511628,NA,NA,NA,1,2,24.7876071428571,-0.000900675134420218
"620","GW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"3",-47.1755725190837,4291.86259541985,NA,NA,NA,1,2,24.7876071428571,-0.00190319187516565
"630","GW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"1",89.7674418604656,3484.58914728682,NA,NA,NA,1,2,24.7876071428571,0.00362146460298138
"631","GW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"2",48.3720930232559,3355.45736434108,NA,NA,NA,1,2,24.7876071428571,0.00195146279124385
"632","GW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"3",39.2307692307693,3685.96153846154,NA,NA,NA,1,2,24.7876071428571,0.00158267673860864
"633","GW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"2",-38.1818181818176,4185.72727272727,NA,NA,NA,1,2,24.7876071428571,-0.00154035917875276
